pmid,title,abstract,authors,journal,journal_abbr,year,doi,keywords,mesh_terms
39492895,Analyzing the impact of perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS) on the reproductive system using network toxicology and molecular docking.,"Growing evidence suggests that perfluorinated compounds (PFCs) contribute to reproductive toxicity, with perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS) being the most extensively studied. These chemicals are known to lower testosterone levels and compromise the integrity of the blood-testis barrier. However, the specific mechanisms of their reproductive toxicity remain largely unknown due to research limitations. In this study, we utilized network pharmacology to pinpoint the core genes and signaling pathways implicated in the reproductive toxicity caused by PFOA and PFOS. Molecular docking was employed to validate the interactions between these compounds and their targets. Key targets identified include CCL2, CXCR4, RPS27A, RPL5, PSMA7, and PSMC1, which are crucial in mediating reproductive toxicity. These genes are primarily involved in the chemokine signaling pathway, viral protein interactions with cytokines and cytokine receptors, and ribosomal functions. This study underscores the effectiveness of combining network toxicology and molecular docking to analyze the toxicity and molecular mechanisms of mixed environmental pollutants.",Chen Liang; Liang Shanshan; Li Jiaxin; Li Qian; Sun Qingwen,Heliyon,Heliyon,2024,10.1016/j.heliyon.2024.e39419,Molecular docking; Network pharmacology; Perfluorooctane sulfonate; Perfluorooctanoic acid; Reproductive toxicity,
40806648,Perfluoroalkyl Substance (PFAS) Mixtures Drive Rheumatoid Arthritis Risk Through Immunosuppression: Integrating Epidemiology and Mechanistic Evidence.,"Perfluoroalkyl substances (PFASs) possess immunosuppressive properties. However, their association with rheumatoid arthritis (RA) risk remains inconclusive across epidemiological studies. This study integrates population-based and mechanistic evidence to clarify the relationship between PFAS exposure and RA. We analyzed 8743 U.S. adults from the NHANES (2005-2018), assessing individual and mixed exposures to PFOA, PFOS, PFNA, and PFHxS using multivariable logistic regression, Bayesian kernel machine regression, quantile g-computation, and weighted quantile sum models. Network toxicology and molecular docking were utilized to identify core targets mediating immune disruption. The results showed that elevated PFOA (OR = 1.63, 95% CI: 1.41-1.89), PFOS (OR = 1.41, 1.25-1.58), and PFNA (OR = 1.40, 1.20-1.63) levels significantly increased RA risk. Mixture analyses indicated a positive joint effect (WQS OR = 1.06, 1.02-1.10; qgcomp OR = 1.26, 1.16-1.38), with PFOA as the primary contributor. Stratified analyses revealed stronger effects in females (PFOA Q4 OR = 3.75, 2.36-5.97) and older adults (≥60 years). Core targets included EGFR, SRC, TP53, and CTNNB1. PFAS mixtures increase RA risk, dominated by PFOA and modulated by sex/age. These findings help reconcile prior contradictions by identifying key molecular targets and vulnerable subpopulations, supporting regulatory attention to PFAS mixture exposure.",Lv Yanming; Zhao Chunlong; Xiang Yi; Fu Wenhao; Li Jiaqi,International journal of molecular sciences,Int J Mol Sci,2025,10.3390/ijms26157518,Bayesian kernel machine regression (BKMR); NHANES; mixture exposure; molecular docking; perfluoroalkyl substances (PFAS); rheumatoid arthritis,"Humans; Arthritis, Rheumatoid; Fluorocarbons; Female; Male; Middle Aged; Adult; Environmental Exposure; Environmental Pollutants; Risk Factors; Molecular Docking Simulation; Nutrition Surveys; Aged; Alkanesulfonic Acids; Caprylates"
40784096,PFOA exposure promotes prostate cancer progression by enhancing autophagy through m,"Perfluorooctanoic acid (PFOA) is a globally pervasive environmental contaminant characterized by chemical stability and bioaccumulation through the food chain, posing serious health risks to both humans and animals. Accumulating evidence has linked PFOA exposure to the development of various cancers, including prostate cancer (PCa), renal cancer, breast cancer, and ovarian cancer. However, the molecular mechanisms by which PFOA promotes PCa progression remain unclear. In this study, we demonstrate that low-dose PFOA exposure enhances the expression of mitogen-activated protein kinase 15 (MAPK15), thereby promoting autophagy and facilitating tumor cell proliferation. Mechanistically, PFOA binds to the N6-methyladenosine (m",Qian Yongjing; Liu Zixuan; Lv Xinyi; Cai Xiaojing; Wei Jianfeng,Ecotoxicology and environmental safety,Ecotoxicol Environ Saf,2025,10.1016/j.ecoenv.2025.118839,N6-methyladenosine (m(6)A) and autophagy; Perfluorooctanoic acid (PFOA); Prostate cancer (PCa),"Humans; Autophagy; Male; Prostatic Neoplasms; Fluorocarbons; Caprylates; Cell Line, Tumor; RNA, Messenger; Cell Proliferation; Environmental Pollutants; Disease Progression; Adenosine"
41151691,Network toxicology and molecular simulation identify key genes and pathways in PFAS-induced premature ovarian insufficiency.,"Premature ovarian insufficiency (POI) is a reproductive disorder characterized by the early loss of ovarian function in women under 40 years of age. PFAS, especially PFOA and PFOS, have been implicated in ovarian dysfunction, but their mechanisms of action remain unclear. In this study, an integrative network toxicology approach was applied, combining target prediction, gene enrichment analysis, machine learning based feature selection, molecular docking, and molecular dynamics simulations, with transcriptomic validation using the GSE127453 dataset. 83 overlapping targets between PFAS and POI were identified. GO enrichment analysis indicated significant involvement in nuclear receptor mediated transcriptional regulation, including steroid hormone receptor and estrogen receptor signalin, KEGG analysis highlighted pathways related to progesterone-mediated oocyte maturation, cellular senescence, and the FoxO signaling pathway, implying dual toxicological mechanisms involving impaired oocyte development and accelerated ovarian cell aging. Eight core genes were identified, including SHBG, CDC25A, TPO, BMP2, MAPK1, CASP3, CDK2, and ESR1. Among them, BMP2, CDK2, SHBG, and TPO were downregulated, while CASP3 and ESR1 were upregulated in POI samples. Molecular docking and dynamics simulations revealed stable, high affinity interactions between PFAS and CASP3, supporting a potential role in apoptosis activation. Nonetheless, further in vitro, in vivo, and mixture-based studies are warranted to substantiate these computational predictions and clarify dose-response relationships.",Che Jiyu; Qu Yanyan; Liu Weiran; Zhang Yong; Wu Zhongming,"Reproductive toxicology (Elmsford, N.Y.)",Reprod Toxicol,2025,10.1016/j.reprotox.2025.109086,Gene enrichment analysis; Molecular docking; Per- and polyfluoroalkyl substances; Premature ovarian insufficiency; Reproductive toxicity,Female; Humans; Primary Ovarian Insufficiency; Molecular Docking Simulation; Fluorocarbons; Molecular Dynamics Simulation; Gene Regulatory Networks; Environmental Pollutants
38400646,Exposure to per- and polyfluoroalkyl substances and breast cancer risk: a systematic review and meta-analysis of epidemiologic studies.,"We synthesized the epidemiologic evidence on the associations between per- and polyfluoroalkyl substances (PFAS) exposure and breast cancer risk. Our systematic review and meta-analysis included 18 and 11 articles, respectively, covering studies up to February 2023. The summary relative risks (RRs) estimated by random-effects meta-analyses did not support an association between PFAS and overall breast cancer risk (eg, a natural log (ln)-unit increase in serum/plasma concentrations [ng/mL] for perfluorooctanoate [PFOA] RR = 0.95; 95% CI, 0.77-1.18; perfluorooctane sulfonate [PFOS] RR = 0.98; 95% CI, 0.87-1.11). However, when limiting to studies that assessed exposures prior to a breast cancer diagnosis, we observed a positive association with PFOA (a ln-unit increase, RR = 1.16; 95% CI, 0.96-1.40). We also observed some possible heterogeneous associations by tumor estrogen and progesterone receptor status among postmenopausal breast cancer cases. No meaningful changes were observed after excluding the studies with high risk of bias (Tier 3). Based on the evaluation tool developed by the National Toxicology Program, given the heterogeneity across studies and the variability in timing of exposure measurements, the epidemiologic evidence needed to determine the association between PFAS exposure and breast cancer remains inadequate. Our findings support the need for future studies with improved study designs to determine this association.",Chang Che-Jung; Ish Jennifer L; Chang Vicky C; Daniel Meklit; Jones Rena R,American journal of epidemiology,Am J Epidemiol,2024,10.1093/aje/kwae010,PFAS; breast cancer; epidemiologic study; meta-analysis; per- and polyfluoroalkyl substances; systematic review,Female; Humans; Alkanesulfonic Acids; Breast Neoplasms; Caprylates; Environmental Exposure; Epidemiologic Studies; Fluorocarbons
36731186,High-content analysis shows synergistic effects of low perfluorooctanoic acid (PFOS) and perfluorooctane sulfonic acid (PFOA) mixture concentrations on human breast epithelial cell carcinogenesis.,"Perfluoroalkyl substances (PFAS) have been associated with cancer, but the potential underlying mechanisms need to be further elucidated and include studies of PFAS mixtures. This mechanistic study revealed that very low concentrations (500 pM) of the binary PFOS and PFOA mixture induced synergistic effects on human epithelial breast cell (MCF-10A) proliferation. The cell proliferation was mediated by pregnane X receptor (PXR) activation, an increase in cyclin D1 and CDK6/4 levels, decrease in p21 and p53 levels, and by regulation of phosphor-Akt and β-catenin. The PFAS mixture also altered histone modifications, epigenetic mechanisms implicated in tumorigenesis, and promoted cell migration and invasion by reducing the levels of occludin. High-content screening using the cell painting assay, revealed that hundreds of cell features were affected by the PFAS mixture even at the lowest concentration tested (100 pM). The detailed phenotype profiling further demonstrated that the PFAS mixture altered cell morphology, mostly in parameters related to intensity and texture associated with mitochondria, endoplasmic reticulum, and nucleoli. Exposure to higher concentrations (≥50 µM) of the PFOS and PFOA mixture caused cell death through synergistic interactions that induced oxidative stress, DNA/RNA damage, and lipid peroxidation, illustrating the complexity of mixture toxicology. Increased knowledge about mixture-induced effects is important for better understanding of PFAS' possible role in cancer etiology, and may impact the risk assessment of these and other compounds. This study shows the potential of image-based multiplexed fluorescence assays and high-content screening for development of new approach methodologies in toxicology.",Pierozan Paula; Kosnik Marissa; Karlsson Oskar,Environment international,Environ Int,2023,10.1016/j.envint.2023.107746,Breast cancer; Cell invasion; Cell painting; Chemical mixture; Cocktail effect; Epigenetics; High-content screening; Histone modifications; Mixture toxicology; NAMs; Oxidative stress; PFAS; PXR,Humans; Alkanesulfonic Acids; Fluorocarbons; Epithelial Cells; Carcinogenesis; Environmental Pollutants; Caprylates
41492385,"Per- and polyfluoroalkyl substances exposure and endometriosis risk: Evidence from epidemiologic, network toxicology, and molecular docking.","Although per- and polyfluoroalkyl substances (PFAS) exposure has been linked to endometriosis, this association remains controversial, and the underlying mechanisms are unclear. This study aimed to investigate this relationship and explore its molecular basis. Using cross-sectional data from NHANES, we analyzed serum PFAS in 1,069 women (20-50 years), applying WQS and BKMR models to assess mixture effects. Network toxicology (protein-protein interaction, pathway enrichment), molecular docking, and external validation were also used. Results showed PFAS mixtures were positively associated with endometriosis (adjusted OR = 1.22, 95% CI: 1.08-1.39), with PFOA and PFOS as main contributors. Mechanistic analysis revealed 129 overlapping genes involved in steroid hormone signaling, inflammatory responses, and the PI3K-Akt pathway, along with potential disruptions in lipid metabolism and oxidative stress. This work provides epidemiological and mechanistic evidence that PFAS mixtures may promote endometriosis via endocrine disruption and inflammatory activation, highlighting the need for further research into their gynecological health effects.",Zhang Haiqiao; Zeng Siliang; Yu Jingyun; Zhu Fengming; Yang Xiandan,iScience,iScience,2025,10.1016/j.isci.2025.114145,biochemistry; environmental toxicology; molecular toxicology,
38092172,Assessment of endocrine disruptor impacts on lipid metabolism in a fatty acid-supplemented HepaRG human hepatic cell line.,"The incidence of metabolic dysfunction-associated steatotic liver disease (MASLD) is increasing worldwide. This disease encompasses several stages, from steatosis to steatohepatitis and, eventually, to fibrosis and cirrhosis. Exposure to environmental contaminants is one of the risk factors and an increasing amount of evidence points to a role for endocrine disrupting compounds (EDCs). This study assesses the impact of selected EDCs on the formation of lipid droplets, the marker for steatosis in a hepatic model. The mechanisms underlying this effect are then explored. Ten compounds were selected according to their obesogenic properties: bisphenol A, F and S, butyl-paraben, cadmium chloride, p,p'-DDE, DBP, DEHP, PFOA and PFOS. Using a 2D or 3D model, HepaRG cells were exposed to the compounds with or without fatty acid supplementation. Then, the formation of lipid droplets was quantified by an automated fluorescence-based method. The expression of genes and proteins involved in lipid metabolism and the impact on cellular respiration was analyzed. The formation of lipid droplets, which is revealed or enhanced by oleic acid supplementation, was most effectively induced by p,p'-DDE and DEHP. Experiments employing either 2D or 3D culture conditions gave similar results. Both compounds induced the expression of PLIN2. p,p'-DDE also appears to act by decreasing in fatty acid oxidation. Some EDCs were able to induce the formation of lipid droplets, in HepaRG cells, an effect which was increased after supplementation of the cells with oleic acid. A full understanding of the mechanisms of these effects will require further investigation. The novel automated detection method described here may also be useful in the future as a regulatory test for EDC risk assessment.",Bernal Kévin; Touma Charbel; Le-Grand Béatrice; Rose Sophie; Degerli Selenay,Chemosphere,Chemosphere,2024,10.1016/j.chemosphere.2023.140883,Endocrine disruptors; HepaRG; Lipid metabolism; MASLD; Mechanistic toxicology; Risk assessment,Humans; Lipid Metabolism; Fatty Acids; Endocrine Disruptors; Oleic Acid; Dichlorodiphenyl Dichloroethylene; Diethylhexyl Phthalate; Fatty Liver; Hepatocytes
40691870,"Predicting the mechanisms and targets of PFOA nephrotoxicity via network toxicology, Mendelian randomization, molecular docking and molecular dynamics simulation.","Perfluorooctanoic acid (PFOA), widely used in food-contact materials, industrial coatings, and other applications, enters the food chain  This study employs network toxicology, Mendelian randomization, molecular docking and molecular dynamics simulation to preliminarily elucidate the mechanisms by which PFOA's toxic targets contribute to renal impairment. Through integrated analysis of multi-database bioinformatics, we identified 85 cross-targets associated with PFOA-induced renal toxicity. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) analyses revealed significant enrichment of these targets in pathways related to ribosomes, lysosomes, complement and coagulation cascades, steroid hormone metabolism, immune-inflammatory diseases, and drug metabolism. STRING and Cytoscape tools identified five core targets (CYP3A4, CASP3, REN, PPARG, and IL-10). Mendelian randomization confirmed IL-10 as a central mediator of PFOA's nephrotoxicity. Molecular docking and molecular dynamics simulation demonstrated a high binding affinity between PFOA and IL-10. Our findings suggest that PFOA likely exacerbates renal injury by suppressing IL-10 expression, thereby amplifying inflammatory responses, accelerating renal cell damage and fibrosis, and ultimately impairing kidney function. This study elucidates the molecular mechanisms underlying PFOA-induced nephrotoxicity, offering novel insights for environmental health research.",Zheng Hang; Wang Maohong; Wu Guoqing; Li Fusheng; Wen Weinong,Toxicology mechanisms and methods,Toxicol Mech Methods,2025,10.1080/15376516.2025.2537893,Mendelian randomization; PFOA; molecular docking; molecular dynamics simulation; network toxicology; renal toxicity,Molecular Docking Simulation; Molecular Dynamics Simulation; Caprylates; Humans; Fluorocarbons; Mendelian Randomization Analysis; Kidney; Kidney Diseases; Environmental Pollutants
41108957,Perfluorooctanesulfonic acid (PFOS) exposure and multiple sclerosis: Evidence of association and mechanistic insights.,"While perfluoroalkyl substances (PFASs) exposure has been associated with autoimmune diseases (ADs), the robustness of these associations remains uncertain due to potential confounding and reverse causation in observational studies. This study aims to explore the potential relationship and underlying mechanisms between PFASs exposure and ADs risk. We utilized Mendelian randomization (MR) and generalized summary-data-based MR (GSMR) to investigate potential associations between exposure to two major PFASs (perfluorooctanoic acid [PFOA] and perfluorooctanesulfonic acid [PFOS]) and the risk of ten ADs, using genetic data exclusively from European-ancestry populations. For significant associations, we subsequently conducted network toxicology analysis, applied machine learning algorithms to systematically screen and prioritize key genes, and assessed immune infiltration analysis to elucidate mechanisms. We then validated these findings through molecular docking and molecular dynamics simulations. MR and GSMR analyses demonstrated a significant association between PFOS exposure and an increased risk of multiple sclerosis (MS). Among 107 intersecting candidate genes, four genes (CASP3, STAT3, ESR1, and GSK3B) were identified as key target genes through machine learning. Molecular docking and molecular dynamics simulations further confirmed stable binding interactions between PFOS and these proteins. Additionally, immune infiltration analysis suggested these genes may contribute to immune microenvironment dysregulation in MS. Pathway analysis indicated that PFOS potentially influences MS pathogenesis through PPAR signaling and efferocytosis. Our integrated analysis reveals evidence supporting an association between PFOS and MS and uncovers underlying molecular mechanisms. These findings establish a foundation for further investigation into the role of environmental pollutants in autoimmune disorders.",Liu Xinghai; Wang Xin; Wang Li,Ecotoxicology and environmental safety,Ecotoxicol Environ Saf,2025,10.1016/j.ecoenv.2025.119237,Autoimmune disease; Machine learning; Mendelian randomization; Molecular dynamics simulation; Network toxicology; Perfluoroalkyl substances,Fluorocarbons; Alkanesulfonic Acids; Humans; Multiple Sclerosis; Caprylates; Environmental Pollutants; Environmental Exposure; Mendelian Randomization Analysis; Molecular Docking Simulation
39512894,Per-and polyfluoroalkyl substances and disrupted sleep: mediating roles of proteins.,"Per-and polyfluoroalkyl substances (PFAS) contamination may disrupt sleep through disrupted metabolic and immune functions. The study aims to investigate the association and potential mechanism between PFAS and sleep. We included 136 young adults recruited between 2014-2018 and 76 were re-assessed between 2020-2022. Additional 8 participants only had complete data between 2020-2022. Plasma PFAS (PFOS, PFOA, PFHxS, PFHpS, PFPeS, PFNA, PFDA) were measured at both visits using liquid-chromatography high-resolution mass spectrometry. Plasma proteins were measured by Olink At baseline, one tertile increase in PFDA was associated with 0.39 (95 % CI: 0.05, 0.73) hours of shorter nightly sleep duration, and, at follow-up, PFHxS and PFOA were associated with 0.39 (95 % CI: 0.05, 0.72) and 0.32 (95 % CI: 0.01, 0.63) hours shorter sleep duration, respectively. One tertile increase in PFOS exposure was associated with a 2.99-point increase in sleep disturbance scores (95 % CI: 0.67, 5.31) and a 3.35-point increase in sleep-related impairment scores (95 % CI: 0.51, 6.20). Computational toxicology and mediation analyses identified potential mediating roles for several proteins in the PFAS-sleep associations, including 11-beta-dehydrogenase isozyme 1 (HSD11B1), cathepsin B (CTSB) and several immune system-related proteins. Future large scale epidemiological and mechanistic studies should confirm our findings and test effect measure modification of the associations by age.",Li Shiwen; Goodrich Jesse A; Chen Jiawen Carmen; Costello Elizabeth; Beglarian Emily,Environmental advances,Environ Adv,2024,10.1016/j.envadv.2024.100585,PFAS; Proteomics; Sleep,
