pmid,title,abstract,authors,journal,year,doi
32691654,Update on pollen-food allergy syndrome.,"Allergies affect 20-30% of the population and respiratory allergies are mostly due to pollen grains from anemophilous plants. One to 5% of people suffer from food allergies and clinicians report increasing numbers of pollen-food allergy syndrome (PFAS), such that the symptoms have broadened from respiratory to gastrointestinal, and even to anaphylactic shock in the presence of cofactors. Thirty to 60% of food allergies are associated with pollen allergy while the percentage of pollen allergies associated to food allergy varies according to local environment and dietary habits. Articles published in peer-reviewed journals, covered by PubMed databank, clinical data are discussed including symptoms, diagnosis, and management. A chapter emphasizes the role of six well-known allergen families involved in PFAS: PR10 proteins, profilins, lipid transfer proteins, thaumatin-like proteins, isoflavone reductases, and β-1,3 glucanases. The relevance in PFAS of three supplementary allergen families is presented: oleosins, polygalacturonases, and gibberellin-regulated proteins. To support the discussion a few original relevant results were added. Both allergenic sources, pollen and food, are submitted to the same stressful environmental changes resulting in an increase of pathogenesis-related proteins in which numerous allergens are found. This might be responsible for the potential increase of PFAS.",Poncet Pascal; Sénéchal Hélène; Charpin Denis,Expert review of clinical immunology,2020,10.1080/1744666X.2020.1774366
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis and the risk of gestational diabetes: A prospective cohort study.","Humans are widely exposed to environmental perfluoroalkyl substances (PFAS), which may affect glucose homeostasis. However, research linking PFAS exposure to glucose homeostasis during pregnancy is limited and the results were inconsistent. We aimed to investigate the association between PFAS exposure and glucose homeostasis in pregnancy in a large prospective cohort. A total of 2747 pregnant women who participated in the Shanghai Birth Cohort, had blood samples in early pregnancy and completed a 75 g oral glucose tolerance test (OGTT) at 24-28 gestational weeks were included. 10 PFAS were determined by high-performance liquid chromatography/tandem mass spectrometry (HPLC/MS-MS) in the plasma samples in early pregnancy. Logistic regression was used to explore the associations between PFAS concentrations and gestational diabetes mellitus (GDM), while multiple linear regression was used to model the associations between PFAS and OGTT fasting, 1-h and 2-h glucose levels. Potential confounders were adjusted. Bayesian kernel machine regression (BKMR) and a quantile-based g-computation approach (qgcomp) were employed to explore the joint and independent effects of PFAS on glucose homeostasis. The incidence of GDM was 11.8%. One log-unit increment in plasma concentrations in early pregnancy was associated with an increased risk of GDM for perfluorobutane sulfonate (PFBS) (adjusted odd ratio (aOR) = 1.23, 95% confidence interval (95% CI): 1.05, 1.44) and perfluoroheptanoic acid (PFHpA) (aOR = 1.25, 95% CI: 1.07, 1.46). Perfluorooctane sulfonic acid (PFOS), perfluorononanoic acid (PFNA), perfluorodecanoic acid (PFDA), perfluorohexanesulfonate (PFHxS) and PFHpA were positively correlated with 1-h and 2-h glucose levels. Results of the mixed exposure model showed that the joint effects of PFAS were significantly associated with abnormal glucose homeostasis; In the BKMR model, PFAS mixture exposure was positively associated with the GDM incidence, 1-h and 2-h glucose levels and negatively correlated with FBG level. A similar trend could be observed in qgcomp and the positive correlation between PFAS and 2-h glucose level was significant (β = 0.12, 95% CI: 0.04, 0.20). PFOS, PFNA and PFHpA may be the main contributors after controlling for other PFAS congeners. PFOS was significantly correlated with GDM incidence and 2-h glucose level, and PFHpA was significantly associated with FBG and 2-h glucose levels. The above associations were more prominent among women with a normal prepregnant BMI. Environmental exposure to PFAS may affect glucose homeostasis in pregnancy and increase the risk of GDM, especially in normal weight women.",Yu Guoqi; Jin Minfei; Huang Ying; Aimuzi Ruxianguli; Zheng Tao,Environment international,2021,10.1016/j.envint.2021.106621
37355130,PFAS levels in paired drinking water and serum samples collected from an exposed community in Central North Carolina.,"The community of Pittsboro, North Carolina has been documented to have extensive per- and polyfluoroalkyl substances (PFAS) contamination in its drinking water source, the Haw River, over the last 20 years. However, a detailed exposure assessment has never been conducted. In this study, we sought to characterize the PFAS in paired drinking water and blood samples collected from a small cohort of Pittsboro residents (n = 49). Drinking water and serum from blood were collected from adults in late 2019 and early 2020 and were analyzed to quantify 13 PFAS analytes. In order to explore potential health effects of PFAS exposure, serum was further analyzed for clinical chemistry endpoints that could be potentially associated with PFAS (e.g., cholesterol, liver function biomarkers). PFAS were detected in all serum samples, and some serum PFAS concentrations were 2 to 4 times higher than the median U.S. serum concentrations reported in the general U.S. population. Of the 13 PFAS in drinking water, perfluorohexanoic acid (PFHxA) was measured at the highest concentrations. PFAS levels in the current drinking water were not associated with current serum PFAS, suggesting that the serum PFAS in this cohort likely reflects historical exposure to PFAS with long half-lives (e.g., PFOS and PFOA). However, one PFAS with a shorter half-life (PFHxA) was observed to increase in serum, reflecting the temporal variability of PFHxA in river and drinking water. Statistical analyses indicated that serum PFOA and PFHxS were positively associated with total cholesterol and non-HDL cholesterol. No serum PFAS was associated with HDL cholesterol. In the clinical chemistry analyses, serum PFHxA was found to be negatively associated with electrolytes and liver enzymes (e.g., AST and ALT), and serum PFOS was found to be positively associated with the ratio of blood urea nitrogen to creatinine (BUN:Cre). While small in size, this study revealed extensive exposure to PFAS in Pittsboro and associations with clinical blood markers, suggesting potential health impacts in community residents.",Hall Samantha M; Zhang Sharon; Tait George H; Hoffman Kate; Collier David N,The Science of the total environment,2023,10.1016/j.scitotenv.2023.165091
41260040,"Multi-dimensional insights into the association between PFOA exposure and NAFLD: An integrative analysis of epidemiology, transcriptomics, and molecular docking.","Perfluorooctanoic acid (PFOA), a persistent organic pollutant from the PFAS family, is widely detected in the environment and human blood, raising significant concerns about its long-term health effects. This study explores the potential association between serum PFOA exposure and non-alcoholic fatty liver disease (NAFLD) by integrating data from the NHANES 2003-2012 cohort, global disease burden data (GBD 2021), and toxicogenomic analyses. Weighted logistic regression revealed that individuals in the highest tertile of PFOA exposure had a significantly increased risk of NAFLD (adjusted OR = 1.45, 95 % CI: 1.01-2.07). Restricted cubic spline analysis further supported a nonlinear dose-response relationship. Transcriptomic analysis identified five hub genes (IL6, IL1B, FOS, MYC, CDKN1A) potentially involved in lipid metabolism, inflammation, and cell cycle regulation. Molecular docking suggested high binding energy between PFOA and the encoded proteins, indicating possible interference with key hepatic functions. Together, these findings offer preliminary insights into potential mechanisms by which environmentally relevant levels of PFOA might be involved in NAFLD development. This integrative approach serves as a hypothesis-generating framework for future studies on biomarker discovery, risk assessment, and environmental health policy.",Hong Yanggang; Qiao Li-Chun; Wang Yi; Song Sihan; Meng Yuan,Ecotoxicology and environmental safety,2025,10.1016/j.ecoenv.2025.119408
40215916,Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vaccines against measles and rubella in children from the Boston birth cohort.,"Previous studies suggest that per- and polyfluoroalkyl substances (PFAS) may act as immune suppressants. However, research about the impact of PFAS exposure on antibody responses to the measles, mumps, rubella (MMR) vaccine is limited and inconsistent. This report includes 748 mother-child pairs from the Boston Birth Cohort, with 8 PFAS compounds measured in maternal plasma shortly after delivery. IgG reactivities to measles and rubella were profiled in cord blood and venous blood plasma during early childhood, using Phage ImmunoPrecipitation Sequencing. Linear regression models were applied to assess the relationships between log2-transformed PFAS and IgG reactivities as measured by Viral Aggregate Reactivity score (VARscore, with inverse normal transformation) for measles and rubella. Quantile g-computation was applied to evaluate the PFAS mixture - VARscore associations. The detection rate for 8 PFAS compounds ranged from 90 % to 100 % in maternal plasma. Maternal PFAS burden score (P = 0.01), but not individual PFAS compounds, was associated with lower VARscore for measles in cord blood. In 348 children after receiving the MMR vaccine, three maternal PFAS compounds (Me-PFOSA-AcOH, PFHpS and PFHxS) were significantly associated with lower measles VARscore (P < 0.05). Me-PFOSA-AcOH and PFHxS were significantly associated with higher risk of having low reactivity to measles defined as VARscore < 25th percentile. PFAS mixture analysis revealed a significant inverse association between quantile of the PFAS mixture and measles VARscore (P = 0.025) in children after vaccination, with PFHxS as an important contributor to this association. These inverse associations were more pronounced in Black children (compared to non-Black children) and in preterm children (compared to term children). In comparison, no associations were found for rubella VARscore. This prospective birth cohort study provides suggestive evidence that maternal PFAS exposure is associated with a reduced immune response to the measles vaccine, especially, among Black or preterm children.",Hong Xiumei; Morgenlander William R; Nadeau Kari; Wang Guoying; Frischmeyer-Guerrerio Pamela A,Environment international,2025,10.1016/j.envint.2025.109433
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response and response model development.,"The immunotoxicity of 4 commonly detected perfluoroalkyl substances (PFASs), namely, perfluorooctanesulfonate (PFOS), perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), and perfluorodecanoic acid (PFDA) was investigated by measuring biomarkers of the immune profile of green mussels, Perna viridis. The biomarkers included neutral red retention, phagocytosis, and spontaneous cytotoxicity, all of which were tested on mussel hemocytes. Hemocytes are an important component of the invertebrate immune system. We found that exposure to PFASs could lead to reduced hemocyte cell viability and suppress immune function by up to 50% of normal performance within the experimental exposure range. The results indicate that PFASs have an immunotoxic potential and thus could pose severe health risks to aquatic organisms. The reported immunotoxicity is likely to result from the compounds' direct and indirect interactions with the hemocyte membrane, and therefore likely to affect the functionality of these cells. The immunotoxic response was found to be related to the organism's burden of PFASs, and was reversible when the compounds were removed from the test organisms. Based on this relationship, models using an organism's PFAS concentration and bioaccumulation factor (BAF) as the independent variables were established to quantify PFAS-induced immunotoxicity. The models help us to gain a better understanding of the toxic mechanism of PFASs, and provide a tool to evaluate adverse effects for the whole group of compounds with one mathematical equation. Environ Toxicol Chem 2018;37:1138-1145. © 2018 SETAC.",Liu Changhui; Gin Karina Yew-Hoong,Environmental toxicology and chemistry,2018,10.1002/etc.4060
38900403,A review of electrooxidation systems treatment of poly-fluoroalkyl substances (PFAS): electrooxidation degradation mechanisms and electrode materials.,"The prevalence of polyfluoroalkyls and perfluoroalkyls (PFAS) represents a significant challenge, and various treatment techniques have been employed with considerable success to eliminate PFAS from water, with the ultimate goal of ensuring safe disposal of wastewater. This paper first describes the most promising electrochemical oxidation (EO) technology and then analyses its basic principles. In addition, this paper reviews and discusses the current state of research and development in the field of electrode materials and electrochemical reactors. Furthermore, the influence of electrode materials and electrolyte types on the deterioration process is also investigated. The importance of electrode materials in ethylene oxide has been widely recognised, and therefore, the focus of current research is mainly on the development of innovative electrode materials, the design of superior electrode structures, and the improvement of efficient electrode preparation methods. In order to improve the degradation efficiency of PFOS in electrochemical systems, it is essential to study the oxidation mechanism of PFOS in the presence of ethylene oxide. Furthermore, the factors influencing the efficacy of PFAS treatment, including current density, energy consumption, initial concentration, and other parameters, are clearly delineated. In conclusion, this study offers a comprehensive overview of the potential for integrating EO technology with other water treatment technologies. The continuous development of electrode materials and the integration of other water treatment processes present a promising future for the widespread application of ethylene oxide technology.",Shi Lifeng; Leng Chunpeng; Zhou Yunlong; Yuan Yue; Liu Lin,Environmental science and pollution research international,2024,10.1007/s11356-024-34014-1
39424036,Enhancement of PFAS stress tolerance and wastewater treatment efficiency by arbuscular mycorrhizal fungi in constructed wetlands.,"This study aims to explore the effects of arbuscular mycorrhizal fungi (AMF) on the growth of Iris pseudacorus L. and treatment efficacy in constructed wetlands (CWs) subjected to stress from per-and poly-fluoroalkyl substances (PFASs). The findings reveal that PFASs exposure induces oxidative damage and inhibits the growth of I. pseudacorus. However, AMF symbiosis enhances plant tolerance to PFAS stress by modulating oxidative responses. AMF treatment not only promoted plant growth but also improved photosynthetic efficiency under PFAS exposure. Compared to non-AMF treatment, those with AMF treatment exhibited significantly increased levels of peroxidases and antioxidant enzymes, including peroxidase and superoxide dismutase, along with a notable reduction in lipid peroxidation. Additionally, AM symbiosis markedly enhanced the efficacy of CWs in the remediation of wastewater under PFASs-induced stress, with removal efficiencies for COD, TP, TN, and NH",Wang Yuchen; Li Xue; You Lexing; Hu Shanshan; Fang Jinfu,Environmental research,2024,10.1016/j.envres.2024.120148
39060683,[Not Available].,,,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",2024,10.1007/s00103-024-03929-y
41257450,A comparative toxicological and epidemiological evaluation of dioxins and PFAS chemicals.,"Regulatory frameworks, informed by robust and transparent scientific evidence, can significantly benefit society when thoughtful and measured regulation is promulgated. However, regulations founded on incomplete or misinterpreted science often result in unintended consequences. As was the case with the polychlorinated dibenzodioxin and polychlorinated dibenzofuran (PCDD/PCDF) chemicals, for the past 50 years, there has been a lack of scientific consensus on the adverse health effects of per- and polyfluoroalkyl substances (PFAS) in humans at current blood concentrations (about 4 ppb TEQ) or even concentrations 10-300-fold higher (40-1200 ppb TEQ). Despite their distinctly different chemical structures, the dioxins, particularly 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD), and perfluorooctanoic acid (PFOA)/perfluorooctanesulfonic acid (PFOS), share notable similarities: environmental persistence, biological recalcitrance, slightly unpredictable acute toxicity, a lack of genotoxicity, and suggestive data on adverse health effects in humans; across a wide range of doses. Both substances display varying degrees of acute toxicity across species, and both have been associated with the onset of wasting syndrome in certain animals at fairly high doses, but wasting syndrome is not seen in humans. Although there is moderate to high acute toxicity in multiple animal species for both families of chemicals, there is low acute toxicity in humans. In humans, both compounds interact with fatty acid metabolism. The evidence indicates that both are either weakly genotoxic or non-genotoxic. The dioxins can cause cancer in a variety of animal species, but even in humans exposed to high doses, no increased cancer risk is apparent. PFAS chemicals are similar; weakly carcinogenic in animals and, perhaps, lacking carcinogenic potency in humans. However, unlike with dioxins, high human exposure to PFAS has only occurred in the workplace; thus, few data from highly exposed human populations are available to rigorously evaluate the human cancer risk or other potential effects at elevated doses. Similar to the widespread presence of dioxins reported in the 1970s-1980s, PFAS chemicals are now globally ubiquitous, with detectable concentrations in nearly every individual, fish, and wildlife species. As awareness has increased over time, pressure to prevent the release or manufacture of PFOA and PFOS has decreased the blood concentrations in Americans by 10-fold over the past 15 years, paralleling trends observed with the dioxins when global concerns surfaced. The dioxins were regulated in a heavy-handed manner despite scientific uncertainty regarding their human health risks over a range of exposure levels, as well as a lack of consensus on dose-response relationships, thresholds for adverse effects, and human relevance of high-dose animal studies. The regulatory actions that occurred with the dioxins ultimately resulted in substantial economic and societal costs, even in the face of much uncertainty. This paper examines the parallels between the development of scientific understanding of the health hazards and the eventual regulation of dioxins and PFAS chemicals. For both families of chemicals, the precautionary principle was followed by most agencies rather than solid scientific data during the rulemaking process.",Paustenbach Dennis; Kissell Karmen; Shakya Aryatara,Critical reviews in toxicology,2025,10.1080/10408444.2025.2560827
33354517,Human Health and Ocean Pollution.,"Pollution - unwanted waste released to air, water, and land by human activity - is the largest environmental cause of disease in the world today. It is responsible for an estimated nine million premature deaths per year, enormous economic losses, erosion of human capital, and degradation of ecosystems. Ocean pollution is an important, but insufficiently recognized and inadequately controlled component of global pollution. It poses serious threats to human health and well-being. The nature and magnitude of these impacts are only beginning to be understood. (1) Broadly examine the known and potential impacts of ocean pollution on human health. (2) Inform policy makers, government leaders, international organizations, civil society, and the global public of these threats. (3) Propose priorities for interventions to control and prevent pollution of the seas and safeguard human health. Topic-focused reviews that examine the effects of ocean pollution on human health, identify gaps in knowledge, project future trends, and offer evidence-based guidance for effective intervention. Pollution of the oceans is widespread, worsening, and in most countries poorly controlled. It is a complex mixture of toxic metals, plastics, manufactured chemicals, petroleum, urban and industrial wastes, pesticides, fertilizers, pharmaceutical chemicals, agricultural runoff, and sewage. More than 80% arises from land-based sources. It reaches the oceans through rivers, runoff, atmospheric deposition and direct discharges. It is often heaviest near the coasts and most highly concentrated along the coasts of low- and middle-income countries. Plastic is a rapidly increasing and highly visible component of ocean pollution, and an estimated 10 million metric tons of plastic waste enter the seas each year. Mercury is the metal pollutant of greatest concern in the oceans; it is released from two main sources - coal combustion and small-scale gold mining. Global spread of industrialized agriculture with increasing use of chemical fertilizer leads to extension of Harmful Algal Blooms (HABs) to previously unaffected regions. Chemical pollutants are ubiquitous and contaminate seas and marine organisms from the high Arctic to the abyssal depths. Ocean pollution has multiple negative impacts on marine ecosystems, and these impacts are exacerbated by global climate change. Petroleum-based pollutants reduce photosynthesis in marine microorganisms that generate oxygen. Increasing absorption of carbon dioxide into the seas causes ocean acidification, which destroys coral reefs, impairs shellfish development, dissolves calcium-containing microorganisms at the base of the marine food web, and increases the toxicity of some pollutants. Plastic pollution threatens marine mammals, fish, and seabirds and accumulates in large mid-ocean gyres. It breaks down into microplastic and nanoplastic particles containing multiple manufactured chemicals that can enter the tissues of marine organisms, including species consumed by humans. Industrial releases, runoff, and sewage increase frequency and severity of HABs, bacterial pollution, and anti-microbial resistance. Pollution and sea surface warming are triggering poleward migration of dangerous pathogens such as the  Methylmercury and PCBs are the ocean pollutants whose human health effects are best understood. Exposures of infants  Ocean pollution is a global problem. It arises from multiple sources and crosses national boundaries. It is the consequence of reckless, shortsighted, and unsustainable exploitation of the earth's resources. It endangers marine ecosystems. It impedes the production of atmospheric oxygen. Its threats to human health are great and growing, but still incompletely understood. Its economic costs are only beginning to be counted.Ocean pollution can be prevented. Like all forms of pollution, ocean pollution can be controlled by deploying data-driven strategies based on law, policy, technology, and enforcement that target priority pollution sources. Many countries have used these tools to control air and water pollution and are now applying them to ocean pollution. Successes achieved to date demonstrate that broader control is feasible. Heavily polluted harbors have been cleaned, estuaries rejuvenated, and coral reefs restored.Prevention of ocean pollution creates many benefits. It boosts economies, increases tourism, helps restore fisheries, and improves human health and well-being. It advances the Sustainable Development Goals (SDG). These benefits will last for centuries. World leaders who recognize the gravity of ocean pollution, acknowledge its growing dangers, engage civil society and the global public, and take bold, evidence-based action to stop pollution at source will be critical to preventing ocean pollution and safeguarding human health.Prevention of pollution from land-based sources is key. Eliminating coal combustion and banning all uses of mercury will reduce mercury pollution. Bans on single-use plastic and better management of plastic waste reduce plastic pollution. Bans on persistent organic pollutants (POPs) have reduced pollution by PCBs and DDT. Control of industrial discharges, treatment of sewage, and reduced applications of fertilizers have mitigated coastal pollution and are reducing frequency of HABs. National, regional and international marine pollution control programs that are adequately funded and backed by strong enforcement have been shown to be effective. Robust monitoring is essential to track progress.Further interventions that hold great promise include wide-scale transition to renewable fuels; transition to a circular economy that creates little waste and focuses on equity rather than on endless growth; embracing the principles of green chemistry; and building scientific capacity in all countries.Designation of Marine Protected Areas (MPAs) will safeguard critical ecosystems, protect vulnerable fish stocks, and enhance human health and well-being. Creation of MPAs is an important manifestation of national and international commitment to protecting the health of the seas.",Landrigan Philip J; Stegeman John J; Fleming Lora E; Allemand Denis; Anderson Donald M,Annals of global health,2020,10.5334/aogh.2831
39173387,Neurotoxicity and intestinal microbiota dysbiosis induced by per- and polyfluoroalkyl substances in crucian carp (Carassius auratus).,"Per- and polyfluoroalkyl substances (PFAS) have been called ""forever chemicals"" due to their inherent chemical stability. Their potential toxic effects on aquatic animals and health risk assessments have not been fully elucidated. In this study, we investigated the toxic effects of PFASs at environmentally relevant concentrations (200 ng/L) on crucian carp (Carassius auratus). The results showed that PFAS reduced the comfort behaviour of crucian carp and was associated with reduced levels of acetylcholinesterase and dopamine in the brain. PFAS exposure also decreased the activities of total superoxide dismutase, catalase and glutathione peroxidase, while increasing the levels of malondialdehyde. PFAS caused over-expression of the pro-inflammatory cytokines TNF-α, IFN-γ and stress-related genes Caspase-3, HSP-70 in the fish brain. Pathological staining showed that PFAS caused multifocal demyelination and perineural vacuolization in brain, intestinal tissue also showed reduced villus length and focal damage. PFASs altered the composition of the gut microbiota of crucian carp, significantly increasing the abundance of potentially pathogenic bacteria and the potential pathogenicity of the microbiota. It is suggested that PFASs may cause varying degrees of tissue damage by destabilising the gut microbiota. These results provide insights for assessing the toxicity of PFAS contaminants at aquatic environmental concentrations.",Zhao Yang; Wang Minyu; Chu Weihua,Journal of hazardous materials,2024,10.1016/j.jhazmat.2024.135611
39255941,"Per- and polyfluoroalkyl substances (PFAS) and cancer: Detection methodologies, epidemiological insights, potential carcinogenic mechanisms, and future perspectives.","Per- and polyfluoroalkyl substances (PFAS), known as ""forever chemicals,"" are synthetic chemicals which have been used since the 1940s. Given their remarkable thermostability and chemical stability, PFAS have been widely utilized in commercial products, including textiles, surfactants, food packages, nonstick coatings, and fire-fighting foams. Thus, PFAS are widely distributed worldwide and have been detected in human urine, blood, breast milk, tissues and other substances. Growing concerns over the risks of PFAS, including their toxicity and carcinogenicity, have attracted people's attention. Recent reviews have predominantly emphasized advancements in the detection, adsorption, and degradation of PFAS through their chemical structures and toxic properties; however, further examination of the literature is needed to determine the link between PFAS exposure and cancer risk. Here, we introduced different PFAS detection methods based on sensors and liquid chromatography-mass spectrometry (LC-MS). Then, we discussed epidemiological investigations on PFAS levels and cancer risks in recent years, as well as the mechanisms underlying the carcinogenesis. Finally, we proposed the ""4C principles"" for ongoing exploration and refinement in this field. This review highlights PFAS-cancer associations to fill knowledge gaps and provide evidence-based strategies for future research.",Zheng Jie; Liu Sheng; Yang Junjie; Zheng Shujian; Sun Boshi,The Science of the total environment,2024,10.1016/j.scitotenv.2024.176158
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Association with Predictors and Effect on Newborn Anthropometry.","The understanding of per- and polyfluoroalkyl substances (PFAS) health effects is rapidly advancing among critical populations. Therefore, the objective of this study was to assess PFAS serum levels among Lebanese pregnant women, cord serum and human milk levels, their determinants, and effects on newborn anthropometry. We measured concentrations of six PFAS (PFHpA, PFOA, PFHxS, PFOS, PFNA and PFDA) using liquid chromatography MS/MS for 419 participants, of which 269 had sociodemographic, anthropometric, environmental and dietary information. The percentage of detection for PFHpA, PFOA, PFHxS and PFOS was 36.3-37.7%. PFOA and PFOS levels (95th percentile) were higher than HBM-I and HBM-II values. While PFAS were not detected in cord serum, five compounds were detected in human milk. Multivariate regression showed that fish/shellfish consumption, vicinity to illegal incineration and higher educational level were associated with an almost twice higher risk of elevated PFHpA, PFOA, PFHxS and PFOS serum levels. Higher PFAS levels in human milk were observed with higher eggs and dairy products consumption, in addition to tap water (preliminary findings). Higher PFHpA was significantly associated with lower newborn weight-for-length Z-score at birth. Findings establish the need for further studies, and urgent action to reduce exposure among subgroups with higher PFAS levels.",Mahfouz Maya; Harmouche-Karaki Mireille; Matta Joseph; Mahfouz Yara; Salameh Pascale,Toxics,2023,10.3390/toxics11050455
41240996,Ophthalmotoxicology of polyhalogenated compounds.,"Polyhalogenated compounds (PHCs), including polychlorinated biphenyls (PCBs), polybrominated diphenyl ethers (PBDEs), polychlorinated dibenzodioxins (PCDDs), polychlorinated dibenzofurans (PCDFs) and per- and polyfluoroalkyl substances (PFAS), are persistent organic pollutants that bioaccumulate in tissues and are increasingly recognized as threats to human health. While their neurotoxic and endocrine-disrupting effects are often described, their potential impact on the ocular system remains underexplored. However, recent evidence suggests that chronic PHC exposure may contribute to a spectrum of ocular pathologies, such as retinal degeneration, cataracts and retinoblastoma. To clarify these emerging risks, this review synthesizes findings at the intersection of toxicology, ophthalmology, and environmental health, highlighting mechanistic insights into how PHCs impair ocular function. Epidemiological studies linking environmental contaminant exposure to visual deficits are discussed alongside experimental data from animal models and in vitro systems, with a particular focus on oxidative stress, mitochondrial dysfunction, endocrine disruption, and altered retinoid signaling as plausible pathways mediating PHC-induced visual toxicity. Given the widespread nature of PHC exposure and the increasing global burden of visual impairment, further research and regulatory oversight are urgently needed to bridge the gap between environmental toxicology and ocular health, ultimately aiming to better understand and mitigate the visual risks posed by these persistent pollutants.",Louzon Maxime; Chiquet Christophe; Kamel Mohamed; Aleya Lotfi; Blanc Hugo,Toxicology,2026,10.1016/j.tox.2025.154337
34695467,Per- and polyfluoroalkyl substances in water and wastewater: A critical review of their global occurrence and distribution.,"Per- and polyfluoroalkyl substances (PFAS) are a family of fluorinated organic compounds of anthropogenic origin. Due to their unique chemical properties, widespread production, environmental distribution, long-term persistence, bioaccumulative potential, and associated risks for human health, PFAS have been classified as persistent organic pollutants of significant concern. Scientific evidence from the last several decades suggests that their widespread occurrence in the environment correlates with adverse effects on human health and ecology. The presence of PFAS in the aquatic environment demonstrates a close link between the anthroposphere and the hydrological cycle, and concentrations of PFAS in surface and groundwater range in value along the ng L",Kurwadkar Sudarshan; Dane Jason; Kanel Sushil R; Nadagouda Mallikarjuna N; Cawdrey Ryan W,The Science of the total environment,2022,10.1016/j.scitotenv.2021.151003
35997778,[Human Biomonitoring for Europe (HBM4EU)-first insights into the results of the initiative].,"Human biomonitoring measures the internal exposure of humans to chemicals from various sources, such as food, everyday objects, or the air we breathe, by analyzing blood and urine, for example. To promote and coordinate human biomonitoring in Europe, the European Human Biomonitoring Initiative (HBM4EU) was launched in 2017 and involves 30 countries, the European Environment Agency, and the European Commission. The project was completed in June 2022.Comparable and reliable exposure data were collected and consistently assessed for a wide range of environmental chemicals. Other important achievements of the initiative were the establishment of a quality assurance program, a concept for standardizing future HBM studies, a common strategy for deriving health-based guidance values (HBM-GVs), and the establishment of national committees in the partner countries. The exposure data generated are accessible via the Information Platform for Chemical Monitoring (IPCHEM) and the EU HBM Dashboard. Publications are freely available through the HBM4EU online library.Overall, the results show that exposures of the EU population to many chemicals are too high, such as phthalates and perfluorinated alkyl substances (PFAS), and that policy action is still needed. The knowledge generated in the HBM4EU project can support policymakers in improving chemical, environment, and health policies. Beim Human-Biomonitoring wird die innere Schadstoffbelastung des Menschen aus verschiedenen Quellen wie Nahrung, Alltagsgegenständen oder Atemluft erfasst, indem z. B. Blut und Urin analysiert werden. Um das Human-Biomonitoring in Europa zu fördern und zu koordinieren, wurde 2017 das Projekt „Human-Biomonitoring für Europa“ (HBM4EU) begonnen, an dem sich 30 Länder, die Europäische Umweltagentur und die Europäische Kommission beteiligt haben. Im Juni 2022 wurde das Projekt abgeschlossen.Vergleichbare und zuverlässige Belastungsdaten konnten für eine breite Palette von Umweltchemikalien erfasst und einheitlich bewertet werden. Weitere wichtige Erfolge der Initiative waren die Etablierung eines Kontrollprogramms zur Qualitätssicherung, ein Konzept zur Vereinheitlichung zukünftiger HBM-Studien, eine gemeinsame Strategie zur Ableitung von gesundheitsbezogenen Beurteilungswerten (HBM Guidance Values – HBM-GVs) und die Einrichtung nationaler Gremien. Die gewonnenen Belastungsdaten sind über die Informationsplattform für die Überwachung von Chemikalien (IPCHEM) und das EU HBM-Dashboard zugänglich. Publikationen sind über die HBM4EU-Onlinebibliothek frei verfügbar.Insgesamt zeigen die Ergebnisse, dass die Belastungen der EU-Bevölkerung für viele Chemikalien wie etwa Phthalate und perfluorierte Alkylsubstanzen (PFAS) zu hoch sind und weiterhin Handlungsbedarf seitens der Politik besteht. Das im Projekt HBM4EU generierte Wissen kann die politischen Entscheidungsträger:innen bei der Verbesserung der Chemikalien‑, Umwelt- und Gesundheitspolitik unterstützen.",Weise Philipp; Apel Petra; Kolossa-Gehring Marike,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",2022,10.1007/s00103-022-03578-z
39523560,Bioturbation Affects Bioaccumulation: PFAS Uptake from Sediments by a Rooting Macrophyte and a Benthic Invertebrate.,"Despite the widespread presence of per- and polyfluoroalkyl substances (PFAS) in freshwater environments, only a few studies have addressed their bioaccumulation in macrophytes and benthic invertebrates. This study therefore aimed at investigating the presence of 40 PFAS in sediments, assessing their bioaccumulation in a rooting macrophyte (",Gkika Ioanna S; Kraak Michiel H S; van Gestel Cornelis A M; Ter Laak Thomas L; van Wezel Annemarie P,Environmental science & technology,2024,10.1021/acs.est.4c03868
